职位名称,公司,部门,工作地点,学历要求,工作年限,岗位层级,岗位描述,岗位要求,招聘人数,HR,发布日期,更新日期,有效日期,职位状态,职位链接
内容安全中台前端,小红书,,"北京市,上海市,武汉市",本科及以上,1-3年,,"岗位描述：前端开发工程师，负责小红书内容安全审核相关应用平台、基建平台或模型标注等核心模块开发与维护。 

具体职责：
1.负责内容审核平台业务系统基建平台、模型标注等核心功能模块的开发与维护，保障系统可用性与可维护性；
2.承担核心功能的设计和代码编写，并完成通用能力和组件的沉淀；
3.协同产品、后端完成技术方案设计与落地，确保项目落地质量。","岗位要求：
1.1年以上前端开发经验，本科及以上学历，计算机相关专业优先；
2.计算机基础扎实，熟练掌握HTML、CSS、JavaScript/TypeScript等Web前端技术；
3.至少掌握Vue/React主流框架中一种，理解框架背后的思想；
4.理解工程化思想，有良好的系统模块设计能力，了解CI/CD流程
5.具备跨团队沟通协作能力和良好的产品意识；

优先条件：
1.有内容安全/审核类平台建设经验；
2.有AI应用开发经验，熟悉LLM、AI Agent等，有AI Coding等相关实践，熟悉和了解AI领域最新的技术和趋势。",1,戴拓妮,,,,,https://hunter.xiaohongshu.com/position-detail/17832
AI平台与应用工程师,小红书,,"北京市,上海市",本科及以上,1-3年,,"岗位描述：
我们正在寻找一位具备扎实工程基础、对前沿 AI 技术充满热情的工程师，参与小红书内容安全平台的智能化升级建设。该岗位将以 Agent 平台为核心，探索并落地新一代 AI 在内容安全领域的应用形态，通过大模型与工程系统的深度融合，重构内容安全审核模式，支撑亿级用户规模下的内容安全工程链路。
你将有机会参与前沿 AI 技术在真实复杂业务场景中的探索与实践，在快速演进的技术体系中不断学习、尝试和迭代，推动内容安全系统向更智能、更高效的方向发展。

岗位职责：
1. 基于 Agent 平台，负责内容安全多类场景化 Agent 的后端设计、开发与日常维护，参与 AI 系统整体架构的搭建、演进及平台能力沉淀
2. 参与内容安全模型与系统平台的功能开发与稳定性建设，保障平台在高并发场景下的稳定运行，支撑包含亿级 DAU 产品的数据流、审核系统及运营平台等核心工程链路
3. 持续关注并探索大模型、Agent、Workflow 等前沿技术在内容安全场景中的应用，推动 AI 能力在审核效率、效果及工程效率上的持续落地与优化","任职要求
1. 本科及以上学历，计算机或相关专业背景，具备分布式系统开发经验（1 年及以上），具备良好的系统设计与工程落地能力
2. 精通 Java / Python / Go 中至少一门编程语言，具备扎实的工程基础和框架级调优经验
3. 对前沿 AI 技术保持高度关注，具备主动学习和技术探索意识，能够持续跟进并评估新模型、新框架及新应用形态，并推动其在实际业务中的落地
4. 熟悉 RAG、Agent、Workflow 等大模型相关核心方法论，具备 Agent 系统设计与实际应用经验；有 Multi-Agent 架构设计与开发经验者优先
5. 熟悉大模型技术栈（如 GPT、LLaMA 等），具备模型微调、推理优化或工程化落地经验者优先
6. 熟悉 Dify 等 AI 应用/Agent 平台的使用或二次开发经验者优先，对主流 AI 工具链具备持续学习和实践能力",1,戴拓妮,,,,,https://hunter.xiaohongshu.com/position-detail/17830
后端架构师,小红书,,"北京市,上海市",本科及以上,不限,,"岗位描述：
我们正在寻找一位具备深厚技术能力与内容安全风险洞察力的资深架构师，负责小红书内容安全平台的架构规划与落地实施工作。您将主导关键系统的技术选型与设计，构建高可用、高扩展的技术体系，支撑百亿级内容审核规模下的风险域决策与实时响应。

岗位职责：
1. 审核体系架构设计：负责百亿级内容安全审核平台整体架构设计与演进，覆盖文本/图片/音视频/直播/评论/私信等场景。推动&落地目标审核架构。
2. 智能审核模式探索与落地：设计并落地面向审核的 Agent 框架，推动 Agent 与传统审核能力融合：规则引擎、关键词、黑样本库、相似检索、风控对抗；建立“智能运营”能力：自动聚类新风险、自动生成规则/策略草案、自动回归与效果评估。
3. 策略工程与决策编排
4. 建立数据闭环与评测体系：实现样本与标注闭环：采集、标注、质检、回流、难例挖掘、偏差分析，形成持续学习机制。
5. 建设可追溯审计能力：证据链、决策过程记录、模型/策略版本关联、日志留存与合规报表。与法务/合规/运营联动制定审核标准与应急预案，建设重大风险预警与止血机制。
6. 作为关键系统 Owner，把控核心架构、关键模块设计与代码质量；推动跨团队协作（算法/平台/风控/运营/法务）。","任职要求
1. 本科及以上学历，计算机/AI/信息安全相关专业优先，精通至少一种语言（Java / Go / Python），具备复杂系统落地与长期演进能力。
2. 5 年及以上后端/平台研发经验，3 年及以上架构设计或技术负责人经验；有从 0 到 1 搭建平台经验优先。
3. 内容安全/风控领域经验：熟知内容安全审核架构全链路，并具备设计高并发低延迟审核链路能力：批流融合、异步化、降级与兜底，保障核心链路 SLA。熟悉违规风险类型与治理链路（涉政/暴恐/色情等）及指标体系。
4. 分布式与平台化能力：熟悉分布式系统设计：微服务、消息队列、缓存、检索、限流降级、容灾多活、数据一致性与可观测性；熟悉云原生与监控体系。
5. Agent/LLM 工程理解
- 理解 LLM/多模态模型在审核场景的落地方式：RAG、函数/工具调用、结构化输出、提示词工程、评测与对齐。
- 熟悉 Agent 常见风险与治理：幻觉、越权工具调用、不可控输出等；能设计防护与兜底策略。
- 有模型服务化/推理优化经验（ONNX/TensorRT/量化/并发调度）优先。


【加分项】
- 有大规模内容平台（短视频/直播/社区/IM/电商/搜索）审核系统经验，或主导过平台化重构。
- 有数据安全与隐私合规实践：脱敏、审计与留存策略。
- 有内容安全海外架构设计经验；",2,戴拓妮,,,,,https://hunter.xiaohongshu.com/position-detail/19176
后端架构师（AI方向）,小红书,,"北京市,上海市",本科及以上,5-10年,,"职位描述：
1、负责&带领内容安全领域 AI Agent对应团队、业务的后端核心设计，应对快速变化的业务需求，保证服务的高性能与高可用；
2、完成智能体Multi Agent技术架构的设计和落地，通过多Agent协同处理复杂业务流程；
3、搭建适应 AI 业务特性的后端基础设施，负责和多个大模型服务的调度模块，不断优化模型的调用链路，构建可复用的服务能力。","任职资格：
1、本科及以上学历，计算机相关专业及优秀院校毕业者优先；
2、3~5年及以上开发经验，具备扎实的开发功底（java优先），对DB、中间件、分布式、高并发、微服务架构有深刻理解；
3、实践过 MCP 协议、Agent to Agent 交互，对 AI 智能体架构有独到见解；
4、熟悉LLM调优（训练、Prompt优化），有Agent或Multi Agent实际项目设计和开发经验；
5、有团队管理、项目owner经验者优先。",1,戴拓妮,,,,,https://hunter.xiaohongshu.com/position-detail/19175
内容安全中台AI研发,小红书,,北京市,本科及以上,1-3年,,"职位描述：
1、负责内容安全领域 AI Agent的后端核心设计，应对快速变化的业务需求，保证服务的高性能与高可用；
2、完成智能体Multi Agent技术架构的设计和落地，通过多Agent协同处理复杂业务流程
3、搭建适应 AI 业务特性的后端基础设施，负责和多个大模型服务的调度模块，不断优化模型的调用链路，构建可复用的服务能力","任职资格
1、本科及以上学历，计算机相关专业及优秀院校毕业者优先，
2、1年以上开发经验，具备扎实的开发功底（java优先），对DB、中间件、分布式、高并发、微服务架构有深刻理解。
3、实践过 MCP 协议、Agent to Agent 交互，对 AI 智能体架构有独到见解。
4、熟悉LLM调优（训练、Prompt优化），有Agent或Multi Agent实际项目设计和开发经验",8,戴拓妮,,,,,https://hunter.xiaohongshu.com/position-detail/19174
资深游戏/二次元趋势运营,小红书,,"上海市,北京市",本科及以上,不限,,"1、负责以游戏/二次元为代表的非现充用户的趋势运营，为目标用户的站内活跃负责； 
2、能够结合平台需求与竞争优势，策划创造良好的社区互动氛围事件； 
3、了解圈内新趋势，能够结合热点打造破圈活动； 
4、了解行业，对业内生态有了解 
5、通过运营数据分析，发现当前问题，实现消费规模持续增长","1、本科及以上学历，3-5年及以上内容运营相关工作经验 
2、热爱游戏/二次元，线上线下活动的积极参与者，对于人群和文化有深刻洞察 
3、有行业资源者优先 
4、责任心强，做事积极主动，有owner意识",1,Rosie,,,,,https://hunter.xiaohongshu.com/position-detail/19173
科技趋势运营,小红书,,"上海市,北京市",本科及以上,不限,,"1、负责科技垂类内容的用户心智建立，能够通过对行业趋势的观察和判断推动项目，提升垂类行业影响力，带动垂类发布、曝光、DAU 等指标稳定增长； 
2、结合小红书特色和用户需求，引入、发掘科技类创作者，带动创作者规模增长和活跃； 
3、有行业资源，通过识别、 BD、扶持，打造具有小红书差异化的标杆创作者，放大站内外影响力； 
4、围绕节点、热点策划活动，提升小红书科普垂类心智和影响力。","1. 3年及以上工作经验，有内容营销/用户增长方向的showcase； 
2. 对社会情绪有敏锐的洞察力，对用户有强同理心，对内容有较好的理解和判断能力； 
3. 对内容趋势与流行文化有一定理解，有网感，了解如何与流行文化连接 
4. 有独立思考能力和自驱意识，能承受一定工作压力； 5. 对AI产品有兴趣和实践经验者优先；",1,李昀明,,,,,https://hunter.xiaohongshu.com/position-detail/19172
Policy-rednote规则专员,小红书,,"上海市,北京市",本科及以上,5-10年,,"制定并迭代海外市场(rednote)的内容与行为政策，兼顾平台安全、合规与社区氛围。
针对不同地区法律法规和文化差异，输出本地化政策版本并指导落地执行。
与审核、运营、产品等团队协作，将政策转化为可执行的规则和培训材料，并跟进实施效果。
分析数据与案例，持续优化政策，快速响应突发内容风险与合规事件。","1.本科及以上学历，传媒、法律、国际关系等相关专业优先；
2.3 年及以上海外规则、法律、文化相关经验，参与过跨国项目经验加分；
3.具备将政策和规则转化为可落地的产品功能或算法规则的能力；
4.英语流利（工作语言），具备跨文化沟通能力，能与多时区、多语言团队协作；
5.有过海外接触经历最佳，熟悉海外法律，文化语境，海外用户内容偏好；
6.具备逻辑思维与抗压能力，能在高节奏、复杂场景下做出快速决策。",1,李昀明,,,,,https://hunter.xiaohongshu.com/position-detail/19167
后端开发工程师（国际化）,小红书,,"北京市,上海市",本科及以上,不限,,"岗位描述：
我们正在寻找一位具备扎实工程基础、对后端技术充满热情的工程师，参与小红书内容安全平台的智能化升级建设。该岗位以审核为核心业务背景，探索并落地内容审核架构&应用的落地，通过大模型与工程系统的深度融合，重构内容安全审核新模式，支撑百亿级内容审核规模，并探索国际化战场；
你将有机会参与前沿的审核架构落地以及业务升级，在快速演进的技术体系中，见证业务效率的跃迁、推动审核系统向更智能、更高效的方向发展。

岗位职责：
1. 负责内容安全能力（文本/图片/音视频/直播/文档等）在公司内外部业务的接入方案设计、落地与持续优化，保障接入效率与质量。
2. 建设统一接入框架与标准：SDK/API/网关策略/鉴权签名/回调通知/幂等重试/灰度发布等，降低业务接入成本。
3. 负责接入链路工程化与平台化：接入配置化、规则编排、策略路由、多引擎调度、结果聚合、降级与容灾等。
4. 建立接入全链路观测与运营能力：指标体系（QPS、延迟、命中率、拦截率、误杀漏放等）、日志追踪、告警与问题定位闭环。
5. 与算法、产品、风控、法务合规、运营及业务研发协作，推进标准化协议的执行落地、数据规范与审核策略在各业务快速复制和迁移。
6. 对接入质量与风险负责：高并发与低延迟保障、容量评估、压测、SLA、故障应急、数据安全与隐私合规。
7. 与团队成员进行系统设计与代码评审，推动工程规范、稳定性治理与技术沉淀。","任职要求
1. 本科及以上学历，计算机相关专业，3年及以上后端/平台研发经验；具备内容安全/风控/审核/反作弊/网关治理等领域经验优先。
2. 扎实的后端基础：网络、并发、分布式、性能优化、故障排查；具备高可用架构设计经验。
3. 熟练掌握至少一种主流后端语言：Go/Java/Python，具备良好的工程化与编码能力。
4. 有实际的业务接入与平台建设经验：API 设计、SDK 设计、鉴权与权限、限流熔断降级、幂等、重试、异步回调等。
5. 熟悉微服务与中间件：RPC/HTTP、服务发现、配置中心、消息队列（Kafka/RocketMQ）、缓存（Redis）、数据库（MySQL/ES）。
6. 具备可观测性与稳定性经验：链路追踪、日志规范、指标监控、告警、容量与压测、应急与复盘机制。
7. 具备良好的跨团队沟通与项目推进能力，能在多业务并行接入场景下推进里程碑落地。

【加分项】
1. 有内容安全多模态治理经验&了解审核全链路：文本/图片/音视频/直播审核链路、OCR/ASR、抽帧、分段、审核任务编排等。熟悉策略/规则系统：规则引擎、黑白名单、特征库、策略路由、版本管理、灰度实验、效果评估。
2. 有网关与开放平台经验：OpenAPI、API 网关（Kong/自研）、多租户、审计日志。
3. 了解数据安全与合规：数据分级分类、脱敏、加密、访问控制、留痕审计。
4. 有平台产品化经验：配置化接入、低代码编排、可视化运营后台、接入文档与标准沉淀。",2,戴拓妮,,,,,https://hunter.xiaohongshu.com/position-detail/19166
模型开发工程师,小红书,,"上海市,杭州市",本科及以上,3-5年,,"岗位描述
1. 研发审核Agentic 强化学习工程基建，包括 Agentic RL 算法、长上下文训练加速、多轮轨迹交互等能力；
2. 研发工具和 Agent 合成工程，包括 toolUse、Mutil-Agents 等场景；
3. 优化审核大模型推理，系统性降低审核全链路推理成本。

具体职责
1. 推进Agent开发与应用平台升级迭代，为AI应用提供业界领先的Agent能力基建；推进模型推理框架与全生命周期管理平台，探索Agent与模型协同优化的技术路径。
2. 优化审核基础大模型训练推理链路，系统性降低全链路推理成本。","职位要求
1. 能够熟练部署和使用主流 AI 模型和工具，了解 Prompt 和 Context Engineering 等基本调优手段；
2. 熟悉 GRPO/PPO 等 RL基础算法，熟悉veRL/Slime等强化学习框架，对端到端Agent训练有较深入的理解或项目经验；
3. 熟悉大模型基础原理，熟悉大模型推理优化技术方案，熟悉vLLM/SGlang等推理框架；
4. 具备大规模模型训练与 AI 工程性能优化的落地经验的优先；
5. 较强的自驱学习能力，对端到端系统设计、编码规范和系统优化有高标准要求；
6. 有热门Github开源项目代码贡献并保持活跃的优先；",2,戴拓妮,,,,,https://hunter.xiaohongshu.com/position-detail/19165
【hi lab】通用基座大模型算法工程师-Posttrain,小红书,,"北京市,上海市,杭州市",硕士及以上,3-5年,,"我们相信，通向更高阶智能的路径不止于更大的 LLM。
Post-Training 正在成为模型能力跃迁的关键阶段：从“学会语言”走向“理解世界、优化行为、持续进化”。该岗位将深度参与 多模态、强化学习、自进化 Agent 系统 等前沿方向，探索超越纯预训练范式的新能力边界，构建可持续学习、可记忆、可进化的智能系统。

1. Post-Training 核心研究与系统构建
设计并实现面向 推理能力、策略优化和长期表现 的后训练方法
探索 Reasoning RL Scaling、RLAIF for Fuzzy Task、Self-Play、Scalable Oversight 等在大模型中的新用法
将 Post-Training 视为 系统级优化问题，而非单次调参或 reward hacking
2. 强化学习与持续进化机制
设计基于试错和反馈的训练闭环（例如，Natural Language FeedBack），使模型具备自我修正和能力生长
探索 RL 在 边缘能力、长尾任务、工具使用和复杂决策 中的作用
研究长期学习（Lifelong Learning）、稳定性、遗忘控制等关键问题
3. 多模态与“世界建模”
参与多模态模型（尤其是视频、时序感知）的 Post-Training 研究
探索从“语言建模”走向“世界建模”的训练目标与评估方式
研究感知、行动与决策的联合优化，而非简单模态拼接
4. Agent 与自进化系统
构建“可训练的 Agent 系统”，而不仅是工具调用的外壳
设计 Agent 的记忆、学习、反思与策略更新机制
将 Agent 视为一个 持续演化的产品级智能体
5. 新范式与新架构探索
对现有 Attention、NTP 等范式保持批判性思考，例如探索全新的
探索新架构、新目标函数、新训练范式在 Post-Training 中的可能性
参与从模型 → 推理过程 → 自学习环境（System-level Scaling）的演进","基础要求
扎实的机器学习 / 深度学习基础，对模型训练全流程有深入理解
熟悉至少一个方向：
强化学习（RL Scaling / RLAIF / Online RL 等）
多模态学习（尤其是视频、时序、感知建模）
Agent / 多智能体系统
良好的工程能力，能将研究想法落地为稳定系统

加分项
有大模型 Post-Training 或 MOE RL Scaling 实战经验
RL Algo & Infra co-design
对 Token 效率、推理效率、多尺度学习 等问题有深入思考
参与过 Agent 系统或复杂训练闭环的设计
有“系统思维”，不满足于单点指标提升",5,张雅雯,,,,,https://hunter.xiaohongshu.com/position-detail/19153
创意策划（社区趋势方向）,小红书,,"北京市,上海市",本科及以上,3-5年,,"1.负责小红书社区心智类项目策划，通过强化科技、数码、知识等深度获得感内容，提升社区有用心智提升。
2.根据业务需求和目标，产出有亮点有效果的创意方案，通过重要用户场景、节日节点和优势内容的高频发声，提升社区影响力。
3.懂内容也爱创作好内容，尤其擅长创意文案和主张输出，对数据和用户情绪都有敏锐的观察，并且能够抽象出营销方法及路径，应用到实际工作中。","1.五年以上经验，文案copy base，有过大型整合营销campaign经验，尤其是创意物料/TVC等制作的经验，有过个人作品showcase，有很好的内容sense，对文字敏感能写出打动人心的文案。
2.对社区感营销和人感内容有追求，对策略有思考且擅长理解用户和内容，有精准的用户洞察能力和敏锐的内容判断力，擅长输出独特视角；
3.加分项：对二次元、动漫、科技、数码、历史文化第领域有兴趣和热爱，以及相关品牌或营销经验加分。",1,Rosie,,,,,https://hunter.xiaohongshu.com/position-detail/19083
市场媒介（社区趋势方向）,小红书,,"北京市,上海市",本科及以上,3-5年,,"1.负责公司级市场项目的媒介传播，对大事件的渠道曝光负责，制定适合小红书传播的媒介渠道策略，保证投放效果。
2.围绕全年目标和业务动作，策划具有传播潜力的媒介方案，协调内外部各类资源和执行落地，提高项目的曝光可见度。
3.维护并深化与媒体平台、关键渠道的长期合作关系，建立可复用的媒介资源池，满足业务对多样化媒介投放的需求。","1.五年以上传播经验，长期深耕在媒介领域，操盘过多个大型营销战役的媒介投放，熟悉各类媒介渠道的优劣势。
2.熟悉国内媒介生态，有丰富的行业人脉能和各领域稀缺资源，以及较强的商务谈判能力，能够最大化争取资源。
3.不拘泥于传统打法，愿意探索新的媒介创新和表达形式，具有很好的团队协作精神和主动学习的意愿。",1,Rosie,,,,,https://hunter.xiaohongshu.com/position-detail/19143
创作者运营,小红书,,"北京市,上海市",本科及以上,3-5年,,"1、负责垂类的内容运营，挖掘并放大原生小红书的垂类内容范式，增强社区内容多样性；
2、定义垂类优质创作者标准，对垂类作者进行有效分层，并通过内容策划、社群、产品机制等手段，持续牵引差异化创作者诞生；
3、对作者规模与成长负责，熟悉垂类作者/机构，在作者引入/高潜挖掘/作者激励和粉丝成长上具有策略能力，实现作者成长与粉丝跃迁。","1、统招本科及以上学历，2年以上内容、创作者运营相关岗位经验； 
2、熟悉主流的内容平台，有一定的内容营销及传播策划背景，熟悉主流内容形式及玩法； 
3、内容敏感度高，善于打造话题； 
4、具备突破创新能力，快速学习与总结能力，项目管理能力，及良好的跨部门协同能力。",1,朱秀英,,,,,https://hunter.xiaohongshu.com/position-detail/19142
游戏创作者运营,小红书,,"上海市,北京市",本科及以上,5-10年,,"1、负责休闲游戏的创作者运营，为作者规模和标杆作者打造负责；
2、能够结合平台需求与竞争优势，找到突破机会，打造创作者圈层心智，创造良好的创作氛围；
3、有良好的活动策划能力，能为创作者和游戏IP策划并落地有影响力的活动；
4、通过运营数据分析，发现当前问题，实现消费规模持续增长；","1、本科及以上学历，2年内容运营相关工作经验；
2、深度游戏爱好者，对休闲竞技、模拟经营、女性向其中至少一类游戏精通；
3、有策略规划能力，为结果负责；
4、责任心强，交付效率高，思维活跃，能够做到对工作积极主动。",1,朱秀英,,,,,https://hunter.xiaohongshu.com/position-detail/19140
游戏创作者运营-范式运营,小红书,,"上海市,北京市",本科及以上,5-10年,,"1、范式主张定义与内容供给提升：负责小红书游戏领域内容范式的定义与主张设计，持续挖掘高潜内容方向，通过策略引导、资源调度、活动策划等方式，推动符合范式的高质量中视频内容规模化增长，打造万赞爆款并提升头部内容占比；
2、作者社群孵化与生态激活：负责优质作者社群的搭建、维护与激活，通过体系化孵运营、资源赋能、创作指导等方式，提升作者粘性与创作活跃度，助力作者成长与内容突破；
3、创作成长产品运营统筹：统筹作者从创作到分发的全链路体验，协同审核、分发、流量实验、变现等环节，推动产品机制优化与策略落地，提升作者创作效率与内容曝光效果。","1、3年以上内容运营、创作者运营或产品运营经验，熟悉游戏内容生态，对内容趋势敏感；
2、具备出色的数据分析与策略提炼能力，能独立完成范式定义、指标拆解并推动落地；
3、擅长作者沟通与社群运营，有创作者孵化、激励体系搭建或社群活跃提升经验；
4、具备跨团队协同能力，能有效联动产品、审核、流量等团队推进项目；
5、热爱游戏，熟悉小红书内容调性与社区氛围者优先。",1,朱秀英,,,,,https://hunter.xiaohongshu.com/position-detail/19139
AI Agent & LLM Engineering,小红书,,"上海市,北京市,杭州市",本科及以上,不限,,"1、负责公司创新业务在泛体验、泛效率方向的大模型工程化能力建设，推动AI在传统工程提效与创新业务场景落地。
2、主导面向研发全链路（前端/端侧/后端）的 AI编码智能体（Agent） 建设，实现并持续迭代：
3、UI生成、代码转换、组件创建、逻辑编排、PRD拆解、任务分解、自动化评审/PR辅助、质量保障；
4、跟进并探索业界前沿的LLM/Agent/端智能技术，将其创新性应用于：
（1）AI辅助开发与工程效率提升（Dev/Code/Review/Test/Release）；
（2）AI与端智能结合（端侧推理、轻量化、多端协同）；
（3）创新孵化：快速验证、MVP搭建、从0到1产品化落地；
5、构建与优化大模型应用的工程化体系（LLMOps），打造高效工具链与平台能力；
6、将AI能力产品化与平台化交付，以IDE插件/在线服务/内部平台等形式，为开发者与业务团队提供稳定高效的AI工具与解决方案；
7、深度参与项目研发，与产品、算法、质量等同学紧密协作，持续优化效果、性能与整体业务收益，提升产品体验。","1、本科及以上学历，计算机相关专业，3年以上研发经验，具备LLM工程化落地经验；
2、对AI技术有深入理解，熟悉LLM及相关技术：Prompt Engineering、RAG、Skills、spec模式、评测与迭代方法等；
3、扎实的工程能力：熟练掌握 Golang/Java/Python 任一；
4、熟悉大前端生态，精通至少一个主流框架（React/Vue/Angular）；并至少熟悉 Android/iOS 任一技术栈（端智能/多端协同方向）；
5、熟悉至少一种AI Coding工具或工作流（如 Cursor、Claude、Copilot、Codeium等），能将其有效融入研发、评审与交付流程；
6、技术好奇心与自驱力强，具备优秀的问题分解、抽象与推进能力，能在不确定性下快速落地并拿结果；对业务敏感，具备良好的需求抽象与架构能力；
7、加分项：具备 Agent框架/工具链（LangChain、AutoGen、OpenAI Assistants或自研）设计与实践经验；具备工具调用、工作流编排、评测体系与质量保障经验更佳，有预训练、微调、强化学习、模型蒸馏与量化、数据科学等经验更佳。",3,黄慧烨,,,,,https://hunter.xiaohongshu.com/position-detail/19138
高阶岗位,小红书,,上海市,硕士及以上,10年以上,,/,/,1,谢静,,,,,https://hunter.xiaohongshu.com/position-detail/19128
后端开发工程师-创作发布,小红书,,"上海市,北京市",本科及以上,3-5年,,"1、负责小红书内容发布侧后端开发，方向包括但不限于：核心发布链路、创作工具、创作者服务等
2、基于对业务的理解，进行系统选型、设计、编码，为系统长期的稳定性及可维护性负责
3、设计合理的架构，保障数据一致性、稳定性、研发效率
4、参与开发人员codereview工作，并能从语言和框架层面提供性能优化、安全性建议","1、大学本科及以上学历，计算机相关专业，3年以上后端开发经验
2、扎实的计算机基础知识，较强的学习能力和逻辑推理能力
3、熟练使用Java，对线程安全有深刻理解和实践
4、掌握 MySQL、MongoDB、Redis、RocketMQ、Kafka、ElasticSearch等常用服务组件，有AI算法工程背景更佳
5、精通分布式系统的设计开发，对微服务拆分和服务治理（包括服务发现、配置管理、流量控制、日志监控、容错容灾等）有深入理解和实战经验
6、自驱力强，积极主动，能独立负责一块业务，具有良好的业务sense，和团队中各个角色进行高效的沟通协作，迅速推进问题解决",2,介佩玺,,,,,https://hunter.xiaohongshu.com/position-detail/16177
端侧音频工程师-语音采集 / 前处理 / 流式传输,小红书,,"北京市,上海市,广州市",本科及以上,3-5年,,"工作职责
1. 负责小红书端侧音频采集与前处理模块的设计与开发，解决启动耗时、首包延迟、音质一致性等问题
2. 负责端侧音频数据的实时/准实时流式传输方案设计，与后端、算法团队协作完成低延迟语音输入链路
3. 定位并解决复杂场景下的音频问题，如多 App 竞争音频焦点、系统限制、机型差异、异常场景恢复等","任职资格
4. 本科及以上学历，计算机、软件工程、电子工程、信号处理等相关专业
5. 熟练使用 C++，具备扎实的工程能力和良好的代码质量意识，熟悉音频基础概念与处理流程
6. 熟悉端侧 Native SDK 开发，深入理解 Android / iOS 音频采集机制，包括但不限于：
- Android：AudioRecord / AAudio / OpenSL ES / Audio Focus
- iOS：AVAudioSession / AudioUnit / Remote I/O
7. 有语音输入、录音、拍摄、直播、实时音频通信等相关项目经验者优先
8. 有音频前处理算法（AEC / NS / AGC / VAD 等）工程落地经验者优先
9. 熟悉音频流式传输（WebSocket / gRPC / 自定义协议等）或实时系统设计者优先
10. 具备良好的跨团队协作能力，能够与算法、后端、产品高效配合推进复杂问题落地",2,介佩玺,,,,,https://hunter.xiaohongshu.com/position-detail/19030
营销策划（标杆打造）,小红书,,"北京市,上海市",本科及以上,1-3年,,"1、找对的人，做好的策划：用敏锐的内容sense去挖掘那些有潜力成为爆款制造机的创作者；基于你对网络的敏感，提前判断什么话题、什么形式容易火，把想法变成具体有吸引力的内容。
2、把好内容推出去，让它火：不只做好内容就结束。你需要为那些重要的内容做传播计划，知道如何让更多人看到和讨论，最终打造成一个热门事件。
3、把事情落地做成：需要协调公司内外的各种资源，跟不同的团队和人合作，确保你策划的那些好玩、有趣的想法，能真的做出来，并且达到预期的传播效果。","1、你自己就是个“网上冲浪高手”：热爱好内容，天生就对热点和年轻人喜欢什么有感觉。
2、你有“内容嗅觉”和“传播脑子”：你不仅能精准挖掘当下的用户洞察，更能提前感觉到下一个热点可能是什么。并且你知道怎么把一个好点子，一步步变成能引爆全网的传播事件。
3、你懂平台和创作者：熟悉各平台创作者成长的路径和真实需求，了解创作者都在做什么，知道怎么和他们有效沟通、一起工作。
4、你动手做过 有经验：有1-3年与创作者打造相关的工作经验，独立负责过从策划到执行落地的传播项目。
5、你能搞定事情：责任心强，沟通清楚，能推动项目往前走，确保事情按时、高质量地完成。",1,朱秀英,,,,,https://hunter.xiaohongshu.com/position-detail/19099
数据引擎高阶,小红书,,"北京市,上海市,杭州市",本科及以上,不限,,湖仓+flink,/,1,吕静,,,,,https://hunter.xiaohongshu.com/position-detail/15851
【热招】交易法务BP,小红书,,"北京市,上海市",本科及以上,5-10年,,"1. 交易合规闭环：主导平台商户入驻、商品发布、交易履约、资金结算全链路合规设计，杜绝违规风险。
2. 规则体系搭建：制定平台规则（商户管理/促销活动/争议处理），推动技术系统化监控与执行。
3. 新业务合规架构：为业务模式设计合规框架，前置规避法律盲区。
4. 政策追踪：跟进法律政策监管动向，进行全面法律支持，开展专项调研，制定合规业务落地方案。","1. 法律硬核力：精通电商法、消费者权益保护法、广告法及网信办新规，持法律职业资格证。
2. 风险穿透力：精准识别交易链路高危点（如虚假促销、资质造假、资金池风险）。
3. 合同控制力：快速审核平台协议、商户合同、支付结算条款，平衡体验与合规。
4. 模式洞察力：深度理解交易业务运作逻辑（流量分发/商户分层/佣金体系/GMV驱动）。",2,谭天,,,,,https://hunter.xiaohongshu.com/position-detail/16754
【热招】诉讼法务专家,小红书,,"上海市,北京市",本科及以上,3-5年,,"1. 案件管理： 独立负责或主导公司各类民商事诉讼、仲裁案件的全流程处理（诉前分析、策略制定、材料准备、出庭应诉、执行跟进）。
2. 纠纷解决： 高效处理平台用户、商家、合作伙伴间的重大、复杂法律纠纷，寻求最优解。
3. 法律研究： 深入追踪研究互联网领域（如电子商务、数据合规、内容治理、反垄断）的诉讼及监管裁判规则与动态。
4. 流程优化： 梳理和优化公司诉讼及应对监管调查的内部流程与协作机制。
5. 风险预警： 基于案件和判例分析，识别潜在重大法律风险，向业务和产品提出预防性建议。
6. 外部协作： 管理和协调外部律师资源，确保案件处理效率与质量，控制成本。","1. 教育背景： 法律专业本科及以上学历，通过国家统一法律职业资格考试。
2. 执业经验： 拥有3年及以上知名律所或大型互联网/高科技公司法务部专职处理复杂诉讼/仲裁/行政处罚案件的经验。
3. 案件类型： 深度参与过合同纠纷、侵权纠纷、不正当竞争、消费者权益保护、数据合规/个人信息保护相关案件处理。
4. 专业能力： 具备优秀的法律逻辑分析、法律文书撰写、法庭/听证辩论能力及独立办案能力。
5. 行业理解： 对互联网平台的业务模式、产品逻辑、核心法律风险点（如平台责任、UGC内容、数据安全）有深刻理解。
6. 沟通协作： 具备极强的沟通协调能力、抗压能力及跨部门协作精神。
7. 职业素养： 责任心强，具备良好的职业道德和保密意识。",2,谭天,,,,,https://hunter.xiaohongshu.com/position-detail/11430
