职位名称,公司,部门,工作地点,学历要求,工作年限,岗位层级,岗位描述,岗位要求,招聘人数,HR,发布日期,更新日期,有效日期,职位状态,职位链接
社区生态机审策略运营,小红书,,"北京市,上海市,武汉市",本科及以上,不限,,"1、深入理解内容内容生态/商业内容生态的业务场景和治理需求，并独立完成机审策略的构建、验证和上线。
2、负责内容生态策略全生命周期的管理流程，包括但不限于灰度、小流量、召回抽样评估、能力迭代、下线等；
3、掌握图文、视频等多模态风险的常见识别手段，能根据不同的风险特征，精准选型并应用合适的算法模型解决问题。
4、构建并监控策略核心数据漏斗，通过深度数据下钻分析，定位策略缺陷和风险漏洞，并提出行之有效的优化方案，驱动策略效果持续提升。
5、强目标导向协同算法工程师、软件开发工程师、内容治理运营、产品等团队，对齐目标，统筹资源，共同达成内容生态治理目标。
6、具备产品意识，不仅满足于解决单点问题，更致力于优化产品工具、提升整体内容生态运营的效率和智能化水平。","1、具备3年及以上互联网内容内容生态、商业内容生态的风控策略或相关领域的工作经验， 了解机审链路。
2、具备优秀的逻辑思维和抽象能力，能独立完成从需求分析到策略上线的全过程。
3、具备优秀的数据分析能力和一定的算法能力。
4、拥有出色的跨团队沟通和项目推动能力，能够清晰表达、对齐目标并解决冲突。",5,戴拓妮,,,,,https://hunter.xiaohongshu.com/position-detail/17328
社区安全机审策略运营,小红书,,"北京市,上海市,武汉市",本科及以上,不限,,"1、深入理解内容安全/商业安全的业务场景和治理需求，并独立完成机审策略的构建、验证和上线。
2、负责安全策略全生命周期的管理流程，包括但不限于灰度、小流量、召回抽样评估、能力迭代、下线等；
3、掌握图文、视频等多模态风险的常见识别手段，能根据不同的风险特征，精准选型并应用合适的算法模型解决问题。
4、构建并监控策略核心数据漏斗，通过深度数据下钻分析，定位策略缺陷和风险漏洞，并提出行之有效的优化方案，驱动策略效果持续提升。
5、强目标导向协同算法工程师、软件开发工程师、内容治理运营、产品等团队，对齐目标，统筹资源，共同达成安全治理目标。
6、具备产品意识，不仅满足于解决单点问题，更致力于优化产品工具、提升整体安全运营的效率和智能化水平。","1、具备3年及以上互联网内容安全、商业安全的风控策略或相关领域的工作经验， 了解机审链路。
2、具备优秀的逻辑思维和抽象能力，能独立完成从需求分析到策略上线的全过程。
3、具备优秀的数据分析能力和一定的算法能力。
4、拥有出色的跨团队沟通和项目推动能力，能够清晰表达、对齐目标并解决冲突。",6,戴拓妮,,,,,https://hunter.xiaohongshu.com/position-detail/17273
社区审核大模型产品运营,小红书,,北京市,本科及以上,不限,,"1、 主导大模型平台及工具系统的设计：涵盖评测集、案例库系统、可视化等核心操作等模块，构建高效易用的全流程产品基础设施。
2、 承担多系统间架构串联工作：具备策略视野，设计灵活可靠的集成方案，实现大模型平台与知识库字体、审核系统、数据中台等的无缝对接，保障系统兼容性与可扩展性。
3、 深入挖掘业务需求与行业痛点，通过行业经验积累结合核心角色调研输出痛点及解决方案，利用agent工具帮助核心运营角色提效，完成产品规划、需求文档及原型设计，推动算法、工程、业务等跨部门团队高效协作，确保项目按计划落地交付。
4、 持续跟踪大模型领域技术趋势与行业动态，研究合规治理、风险控制等前沿方案，保持学习热情为企业内部持续输入前沿观点。
5、 通过数据分析定位问题并持续推动功能优化，持续提升产品性能。","1. 本科及以上学历，计算机科学、人工智能、软件工程等相关专业优先，3年以上大模型、AI 相关领域产品经理工作经验者优先。
2. 具备治理、风控、审核、安全行业从业经验者优先，熟悉相关领域业务逻辑与合规要求，能将行业经验转化为产品解决方案。
3. 拥有0-1产品搭建经验，曾独立主导或核心参与大模型平台、AI工具类产品的从概念到落地全流程，具备成功上线案例者优先。
4. 深入理解大模型技术原理与应用边界，熟练掌握大模型工具（Dify、Coze等）使用方法，掌握模型预训练、微调、RAG、Agent等核心技术，能与技术团队高效沟通技术实现方案。
5. 具备优秀的创新能力与独立思考能力，善于发现关键问题并提出突破性解决方案，对新技术、新场景保持敏锐洞察力。
6. 拥有极强的跨部门协同能力，能有效整合算法、研发、业务、运营等多方资源，推动复杂项目落地，抗压能力突出。
7. 熟练使用Axure、Visio、MindManager等产品设计工具，具备扎实的数据分析能力，可通过数据驱动产品优化。",5,戴拓妮,,,,,https://hunter.xiaohongshu.com/position-detail/17327
国际化人才交流,小红书,,北京市,本科及以上,10年以上,,行业交流,行业交流,1,吴期,,,,,https://hunter.xiaohongshu.com/position-detail/18978
国际化高阶交流,小红书,,北京市,专科及以上,10年以上,,行业交流,行业交流,1,尹子涵,,,,,https://hunter.xiaohongshu.com/position-detail/18976
AI搜索研发工程师,小红书,,"上海市,北京市",本科及以上,不限,,"1、负责小红书AI搜索核心架构的研发与迭代，支撑亿级用户规模的AI搜索产品，保障服务稳定高效运行。
2、提供业界领先的AI搜索/Agent技术解决方案，主导设计动态Workflow框架、Memory系统等关键模块，持续提升搜索智能化水平与用户体验。
3、构建大模型在搜索场景下的高可用应用架构，完善系统观测、全链路Trace、容灾备份及故障自愈能力，确保业务连续性与极致用户体验。","1、有AI搜索、多模态搜索、Agent、RAG（检索增强生成）相关业务场景的架构设计或研发经验者优先，熟悉大模型应用落地流程者加分。
2、精通JAVA/C++/Golang等至少一门语言，精通高性能、高并发、高可用性分布式系统的设计原理与实践方案，有大规模分布式系统落地经验者优先。
3、具备业务架构与应用架构的全局视野，能独立完成架构设计、关键业务领域建模，熟练掌握常用设计模式与软件架构模式，对架构的扩展性、性能优化、容错性有成熟的知识体系与实践经验。
4、具备丰富的生产系统问题分析与排查能力，擅长快速定位并解决复杂系统故障，拥有扎实的性能分析、瓶颈优化经验，能持续提升系统运行效率。
5、技术学习与迭代能力强，适应业务快速发展节奏，具备优秀的跨团队沟通、协同与推动能力；对业务架构敏感度高，能从全局视角预判潜在风险并推动落地解决，保障业务与技术协同发展。",若干,邵静静,,,,,https://hunter.xiaohongshu.com/position-detail/18970
动漫行业运营,小红书,,"上海市,北京市",本科及以上,3-5年,,"1、负责动漫、番剧、漫剧、动态漫等二次元垂类的优质内容引入与合作，结合行业动态与用户趋势，制定并实施小红书平台的内容合作策略与解决方案；
2、拓展和维护与行业优质版权方、制作人等核心伙伴的合作关系，对合作内容的消费表现与业务成果负责；
3、围绕动漫领域高关注度IP，策划并执行具备影响力的事件合作与内容营销活动。","1、具备2年以上动漫、二次元内容领域相关工作经验，熟悉行业生态，拥有丰富行业资源者优先；
2、深度热爱二次元文化，对圈层用户、内容形态与文化趋势有深入理解和敏锐洞察；
3、具备优秀的沟通协调与资源整合能力，能有效推进并落地大型合作项目。",1,朱秀英,,,,,https://hunter.xiaohongshu.com/position-detail/18958
用户理解算法工程师-广告方向,小红书,,"北京市,上海市",本科及以上,1-3年,,"1. 用户兴趣/价值建模：基于小红书社区用户海量的行为数据，利用迁移学习、多场景多目标、序列建模、LLM等方式构建广告2. 用户表征、商业转化价值、可解释用户兴趣等；
3. 人群定向：构建小红书广告货找人模型，挖掘广告各行业/品牌的种草、购买决策人群，优化灵犀、聚光等平台人群定向效率；
4. 核心场景落地：推动用户理解能力在广告召回、排序、定向扶持、出价扰动等环节落地，优化用户的广告体验，助力广告主高效起量。","1. 计算机或相关专业本科以上学历，具备扎实的数学、统计学以及计算机基础；
2. 熟悉常见的常见机器学习、深度学习、数据挖掘方法，能熟练使用至少一种深度学习框架，如tensorflow、pytorch等；
3. 至少精通一门编程语言，包括但不限于C++/python/java/scala；
4. 熟悉至少一种分布式计算、存储系统使用，如 Hive/Spark/Flink 等；
5. 具备优秀的研究和创新能力，在KDD/NIPS/RECSYS等顶会上发表过论文或KDD CUP/ACM获奖者优先；
6. 有良好的沟通协作能力和探索欲望，乐于钻研新事物、并且在不同场景表达和实践自己的想法。",1,应潆莹,,,,,https://hunter.xiaohongshu.com/position-detail/18950
增长算法工程师-用户触达,小红书,,"北京市,上海市",本科及以上,3-5年,,"1、负责小红书消息 PUSH 相关的算法工作，促进用户增长
2、负责 PUSH 的算法、策略的设计，并直接参与 PUSH 场景下推荐系统的全链路开发与优化，包括但不局限于触发、召回、粗排、精排、下发策略等阶段
3、合理设计因果推断模型，搭建通用性因果平台，为PUSH 付费、激励等场景提供技术，提升业务效果
4、研究并优化推送时机 、频次控制、平衡用户体验与业务目标
5、从海量数据中挖掘用户消费行为、社交关系网以及运营热点实现 PUSH 内容池的搭建，通过大模型进行素材生成和优选等手段提升效率","1、有扎实的数据结构和算法功底，熟悉业界主流的机器学习算法
2、具备 2 年以上互联网行业，消息推送相关算法工作经验
3、有 PUSH、推荐、搜索、自然语言处理相关经验者优先",2,应潆莹,,,,,https://hunter.xiaohongshu.com/position-detail/18947
资深家居创作者运营,小红书,,"北京市,上海市",本科及以上,3-5年,,"1、负责家居垂类作者运营，标杆作者孵化，对标杆作者规模和成长负责； 
2、熟悉家居垂类作者/机构，在作者引入/搞潜挖掘/作者激励和粉丝成长上具有策略能力，实现作者成长与粉丝跃迁； 
3、通过外部视角为垂类作者赋能，包含行业合作、作者孵化和商业变现，提升作者影响力;","1、统招本科及以上学历，3年以上垂类创作者运营经验，具备完善的作者成长方法论;
2、熟悉主流内容平台，有一定的传播营销策划能力加分； 
3、具有良好的文案能力，内容敏感度高，善于提炼总结内容范式; 
4、具备突破创新能力，快速学习与总结能力，项目管理能力，及良好的跨部门协同能力。",1,朱秀英,,,,,https://hunter.xiaohongshu.com/position-detail/18913
热点运营-泛娱乐,小红书,,"北京市,上海市",本科及以上,3-5年,,"1、负责小红书泛娱乐热点的趋势挖掘、放大和人群运营；
2、爆款运营：建设UGC热点讨论团，洞察圈层趋势并总结热门内容特征，提升热点促产规模，并通过高点运营形成具有小红书特质的爆款热点；
3、讨论运营：根据新热影综娱内容，策划热点活动选题，负责从选题洞察、创意执行及效果复盘的全流程项目管理，提升热点活动全站讨论及用户规模；
4、热点心智：持续沉淀泛娱乐领域的热点差异化心智，为圈层用户提频负责；
5、热点值班：日常参与热点运营团队值班，为值班当天热榜版面及榜单规模负责。","1、全日制本科学历，有3年以上主流内容产品运营工作经验，有热点爆款经验优先；
2、内容sense一流，热点敏感度高；
3、了解内容挖掘和分发逻辑，有过深入的产品/算法协作经验，并取得过业务收益；
4、有良好的数据分析能力与项目统筹协助能力，善于跨部门协作。",1,朱秀英,,,,,https://hunter.xiaohongshu.com/position-detail/18882
音乐版权合作运营,小红书,,"北京市,上海市",本科及以上,3-5年,,"1、版权采买与合作规划：根据公司战略目标和市场环境，设计并实施全面的版权运营策略，包括版权获取、评估、保护、增值及商业化路径规划。协同垂类进行谈判方案设计及权益体系搭建，与版权方、渠道合作伙伴的商务谈判，达成版权合作；
2、版权内容分发策略：洞察用户全生命周期中版权内容分发问题并提出可行性方案，提升版权内容兴趣人群规模；
3、垂类作者变现策略：根据垂类作者特性、平台商业化、品牌需求特征，梳理作者变现策略，跑通作者变现模式，构建良性生态；","1、音乐行业版权合作经验丰富者优先；
2、平台商务合作经验丰富，品牌资源丰富，有音乐类内容商务撮合经验者优先；
3、了解小红书平台及内容生态，在内容社区有过至少3年以上版权运营相关经验，能体系化输出产品规划、内容策略经验优先；
4、沟通力执行力强，能出色的跨多部门、团队沟通协作和项目管理能力，能够适应不同类型的沟通对象，顺利推进项目落地；",1,朱秀英,,,,,https://hunter.xiaohongshu.com/position-detail/18923
创作者策略产品经理,小红书,,"上海市,北京市",本科及以上,3-5年,,"1.负责小红书扶持和投放类流量的整体推荐链路的策略设计，和算法、运营团队充分协作，提高流量对笔记推爆和作者成长的效率；
2.负责小红书作者成长和激励任务策略的设计和落地，从目标作者人群的选择、到激励任务策略的设计，闭环去负责整体作者的成长牵引；
3.分析和理解小红书的作者生态，找到作者成长中的共性问题，基于问题找到和制定改善作者生存状态的策略；","1、3年以上策略产品经验，具备创作者侧策略相关经验者优先；
2、在主流内容平台拥有个人创作经历，粉丝量超过1000者加分；
3、熟悉小红书社区生态，深度活跃用户优先。",1,朱秀英,,,,,https://hunter.xiaohongshu.com/position-detail/18156
资深音乐创作者运营,小红书,,"北京市,上海市",本科及以上,3-5年,,"1、负责音乐垂类作者运营，根据业务发展需求，对垂类作者进行有效分层，并通过内容策划、社群运营、活动等手段，筛选和扶持优质作者；
2、对作者规模与成长负责，熟悉音乐行业作者/机构，在作者引入/高潜挖掘/作者激励和粉丝成长上具有策略能力，实现作者成长与粉丝跃迁；
3、负责音乐活动策划，能够保持对站内外最新的内容趋势，落地垂类特色活动和话题，提升垂类整体优质内容规模；
4、发现优质内容并运用合理的资源放大，敏锐捕捉音乐趋势热点并调动作者规模化生产，为创作者的投稿率和质量负责；
5、围绕音乐行业，能有效提供创作者运营方法策略、激励作者成长和内容规模增长，通过创作指导、站内外资源等手段，助力垂类作者成长，提升创作者活跃，打造标杆作者。","1、热爱音乐，音乐涉猎广泛。了解音乐行业和小红书内容，对内容敏感、有判断；
2、本科及以上学历，3年以上作者运营经验，能洞察音乐行业内容生态；从事过热点运营/内容策划/大型项目执行经验等相关岗位者优先；
3、数据敏感，有逻辑思维能力，能够拆解问题找解法，同时保持内容敏感；
4、沟通能力强，抗压能力强，有责任心，有内容平台/MCN博主孵化相关经历优先。",1,朱秀英,,,,,https://hunter.xiaohongshu.com/position-detail/18673
创作者运营/内容运营,小红书,,"上海市,深圳市",本科及以上,3-5年,,"1、负责小红书体育垂类视频创作者运营，为垂类视频消费规模及标杆作者打造负责
2、通过站内挖掘、站外引入等方式发现并孵化优质体育视频创作者，结合内容选题、活动策划、社群运营等手段，加速作者成长 
3、深度洞察体育内容趋势与优质内容范式，提升潜力标杆作者影响力及爆款内容数","1、体育内容深度爱好者，至少深度了解一项细分运动，包括但不限于足球、网球、极限运动等（加分项：熟悉体育赛事及产业）
2、本科及以上学历，3年以上创作者运营/内容运营相关经验，有体育垂类运营经验者优先
3、具备较强的逻辑思维和数据分析能力，能够较好使用平台数据分析工具诊断问题并形成可执行策略
4、喜欢小红书，自驱力/韧性强，有较强的沟通协同和项目推进能力",1,朱秀英,,,,,https://hunter.xiaohongshu.com/position-detail/18554
游戏创作者运营-休闲游戏,小红书,,上海市,本科及以上,1-3年,,"1、负责小红书女性向游戏类目创作者的挖掘、管理、运营工作，对优质创作者的活跃规模、内容消费规模等目标负责；
2、有超强的内容sense，基于内容和用户理解，制定作者孵化策略并执行，输出具有影响力的标杆作者；
3、洞察行业趋势和用户喜好，策划打造活动事件，提升创作者行业影响力；","1、本科及以上学历，2年及以上互联网用户运营经验，有达人项成功经验优先；
2、热爱游戏内容，对于不同游戏IP的内容特点、用户喜好，有自己深度的理解和认知；
3，热爱与创作者对话，愿意参与和作者的内容共创；
4、逻辑思维好，目标感强，有较强的数据分析能力；",1,王岳,,,,,https://hunter.xiaohongshu.com/position-detail/17200
游戏赛事运营,小红书,,"深圳市,上海市",本科及以上,3-5年,,"1、负责竞技向游戏赛事生态运营，包括创作者生态、战队运营、厂商合作、观赛体验等，对观时ACU、二路主播、生态规模等目标负责
2、负责赛事项目管理，结合赛事在小红书平台的发展阶段，策划特色活动并联动站内生态，做好赛事的内容发行
3、负责赛事内容生态的搭建，赛事主播、解说、作者的发掘和培养","1、3年以上游戏或赛事运营工作经验，在赛事运营、主播运营、活动运营等任一或多个维度有相关经验；
2、对市面上竞技类游戏及赛事有较高的兴趣度及深刻理解；
3、具有优秀的内容嗅觉及策划能力，能迅速捕捉赛事相关热点；
4、敏锐的用户洞察力和分析判断能力，有较强的逻辑思维和分析解决问题的能力；",1,王岳,,,,,https://hunter.xiaohongshu.com/position-detail/18771
热点策略运营,小红书,,"上海市,北京市",本科及以上,5-10年,,"1、负责小红书端内热点策略及运营，聚焦流行趋势挖掘和放大和人群运营；
2、热点挖掘：潜力原生热点线索的发现与放大，通过运营助推促成爆款，打造行业认可的优质案例；
3、热点心智：持续沉淀各兴趣领域的热点差异化心智，为圈层用户提频负责；
4、热点分发：搭建和完善热点标签体系，建设全场景推爆链路；
4、热点促产：热点创作者运营，优化热点创作范式，通过社群运营、活动促产、定向邀约等方式带动热点发布规模；
5、讨论运营：聚焦热点讨论方向及评论运营，以数据和内容洞察为出发点，推动热点产品功能及热点后台产品的能力迭代，提升热点评论规模；","1、本科及以上学历，具有5年及以上工作经验，从事过热点策略相关岗位优先，有团队管理经验优先；
2、熟悉内容产品，对趋势发酵有判断力，熟悉内容生产、分发、传播的完整链路；
3、与垂类、产品、生态、推荐等业务密切配合，推动跨部门OKR协作，为业务目标负责。
4、抗压力强，具备高度责任心，乐于接受挑战，能在较大的压力下保持良好工作状态",1,王岳,,,,,https://hunter.xiaohongshu.com/position-detail/18708
创新APP运营,小红书,,"上海市,北京市",本科及以上,1-3年,,"1.负责社交x地图xAI方向的创新APP的运营传播;
2.定义产品内容调性，挖掘内容选题策划活动，通过有趣的创意来让用户有共鸣;
3.设计创意传播切入点，构建自然的传播带增长链路;
4.运营账号，以真诚互动和优质内容连接用户;","1.有1年及以上互联网运营（内容/传播方向）经验;
2.有好的网感和创意，善于捕捉热点;
3.世界正在发生的有好奇心，对新产品新技术有热情.",1,邵佳怡,,,,,https://hunter.xiaohongshu.com/position-detail/18511
